,DateTime,Modal,Stock,DemandRate,CompetitorPrice,ProfitMargin,FinalPrice
0,2024-12-10 07:00:00,6659.28653017168,122,70.2210418529039,57751.096833082,0.102285882004071,14993
1,2024-12-10 08:00:00,7154.73376577508,117,35.713841549163,67234.8106116205,0.135439945629332,16055
2,2024-12-10 09:00:00,9838.06247122369,124,51.4568121778476,25410.2584483375,0.219598794193007,9431
3,2024-12-10 10:00:00,7605.76258713686,130,37.5690179041491,56764.7718853091,0.0801879290491343,12425
4,2024-12-10 11:00:00,7693.93160274142,117,35.2145676223612,58256.111092489,0.285827398835681,16878
5,2024-12-10 12:00:00,10072.5974803249,129,32.8958287779244,44349.6128796284,0.0915479340590537,12664
6,2024-12-10 13:00:00,8191.3743089838,122,37.887553722824,56536.8899912294,0.274165644205641,16905
7,2024-12-10 14:00:00,5602.4081480902,128,56.4178447087543,26282.0128788745,0.0542245527729392,4788
8,2024-12-10 15:00:00,6469.72072215971,119,43.0184672056344,50715.9201091115,0.204953517077956,12048
9,2024-12-10 16:00:00,6831.50704485006,120,44.8732912321529,15000.0,0.202373277000152,3772
10,2024-12-10 17:00:00,9336.12269615919,109,48.3873579243226,52180.8745471821,0.207672051922418,20140
11,2024-12-10 18:00:00,8039.72074058605,113,60.71741512886,71523.4518250651,0.159478983678855,23965
12,2024-12-10 19:00:00,8101.15717589108,135,47.7561884207953,70629.8054156235,0.215826521988492,19000
13,2024-12-10 20:00:00,7666.02407391768,128,25.7288864704807,15000.0,0.234828913013916,3520
14,2024-12-10 21:00:00,6666.23829786889,120,29.6648866453385,55525.4026402621,0.25387710997602,12716
15,2024-12-10 22:00:00,10180.3697052046,106,24.1054488640817,42254.1850847953,0.202404706110246,15148
16,2024-12-11 07:00:00,8246.77571734386,127,11.5145323010621,47124.8791285531,0.212556173163466,10455
17,2024-12-11 08:00:00,4550.07426505554,115,52.9073392779261,15000.0,0.11342515652068,2558
18,2024-12-11 09:00:00,8552.03385234553,109,35.0627612571759,53275.607517627,0.23194313661661,17489
19,2024-12-11 10:00:00,6790.8128884081,111,43.9497067770602,39599.1896838567,0.119992909790017,9849
20,2024-12-11 11:00:00,5898.26444101973,124,51.8161785314391,53108.342333483,0.234550453908741,11991
21,2024-12-11 12:00:00,7173.03762801256,124,34.8816730541953,44631.7269946507,0.0741812352905981,9474
22,2024-12-11 13:00:00,5960.99332753914,111,38.6503235133778,32118.4366694158,0.19752418664284,7222
23,2024-12-11 14:00:00,6406.66315606329,127,43.5025617952445,52497.9450416074,0.10493507621577,10610
24,2024-12-11 15:00:00,6562.44109822612,114,42.2587922181762,56426.0360696671,0.241093957750127,14506
25,2024-12-11 16:00:00,4969.96003388638,123,56.9746006006026,48314.7893114609,0.298193522682413,10081
26,2024-12-11 17:00:00,8756.68056674179,116,47.3081561000659,56006.5238115713,0.180765426030848,18626
27,2024-12-11 18:00:00,7730.05967675477,116,45.4563552824247,40539.8405689603,0.237319864111487,12315
28,2024-12-11 19:00:00,5792.79459448208,120,37.1155070407851,66772.0122258998,0.261015078763012,14131
